clave,valor,descripcion,valor actual
financingProcesses.IFC.amountDop,,IFC · importe (DOP),420000000
financingProcesses.ALNAP.amountDop,,ALNAP · importe (DOP),1400000000
financingProcesses.BLDH.amountDop,,BLDH · importe (DOP),495000000
financingProcesses.Banco Popular.amountDop,,Banco Popular · importe (DOP),500000000
financingProcesses.Banco Santa Cruz.amountDop,,Banco Santa Cruz · importe (DOP),440000000
financingProcesses.Banco Alaver.amountDop,,Banco Alaver · importe (DOP),300000000
