clave,valor,descripcion,valor actual
advances.0.amount,,Grupo Alugav · importe,2195930.65
advances.1.amount,,Distrito Verón · importe,1628532.75
advances.2.amount,,Inversiones Romur · importe,1532228.98
advances.3.amount,,DASS · importe,689910.09
advances.4.amount,,Félix Campos · anticipo 1 · importe,625800
advances.5.amount,,Félix Campos · anticipo 2 · importe,567718.8
